"","",""
"","",""
"LBK 6, plintgebouw ","Warmtewiel (status) - Warmtewiel - 13-330WW01","Windheim_OS13_GRFSYS_8"
"LBK 6, plintgebouw ","Functie energieterugwinning - Warmtewiel - 13-330W","Windheim_OS13_GRFSYS_10"
"LBK 6, plintgebouw ","Warmtewiel percentage - Warmtewiel - 13-330WW01","Windheim_OS13_GRFSYS_9"
"LBK 6, plintgebouw ","Filter aanzuigkanaal - 13-330PDT01","Windheim_OS13_GRFMET_10"
"LBK 6, plintgebouw ","Toevoerluchtklep (status) - Toevoerluchtklep - 13-","Windheim_OS13_GRFSYS_18"
"LBK 6, plintgebouw ","Aanzuigluchttemperatuur - 13-330TE01","Windheim_OS13_GRFMET_12"
"LBK 6, plintgebouw ","PID warmtewiel als verwarmer berekende waarde - Wa","Windheim_OS13_GRFPID_1"
"LBK 6, plintgebouw ","PID warmtewiel als koeler berekende waarde - Warmt","Windheim_OS13_GRFPID_2"
"LBK 6, plintgebouw ","Toevoerventilator (status) - Toevoerventilator - 1","Windheim_OS13_GRFSYS_25"
"LBK 6, plintgebouw ","PID toerenregelaar toevoervent. berekende waarde -","Windheim_OS13_GRFPID_5"
"","",""
"","",""
"Elektra meters","Pulsteller per 15 min. - Elektrameter - 05-401EQ01","Windheim_OS5_TABSYS_7"
"Elektra meters","Pulsteller per 15 min. - Elektrameter - 10-200EX01","Windheim_OS10_TABSYS_1"
"Elektra meters","Pulsteller per 15 min. - Elektrameter rest/keuk. -","Windheim_OS5_TABSYS_10"
"Elektra meters","Pulsteller per 15 min. - Elektrameter - 05-401EQ01 historisch","WINDHEIM_GEN_E35_Hoofdelektrameter_trafo X038"
"Elektra meters","Pulsteller per 15 min. - Elektrameter - 10-200EX01 historisch","WINDHEIM_GEN_E36_Hoofdelektrameter_trafo_X1058"
"Elektra meters","Pulsteller per 15 min. - Elektrameter rest/keuk. - historisch","WINDHEIM_GEN_E37_Subelektrameter_catering_X038"
"","",""
"Gas meters","Pulsteller per 15 min. - Gasmeter totaal - 05-401G","Windheim_OS5_TABSYS_4"
"Gas meters","Pulsteller per 15 min. - Gasmeter - 01-101GQ01","Windheim_OS1_TABSYS_9"
"Gas meters","Pulsteller per 15 min. - Gasmeter totaal - 05-401G historisch","WINDHEIM_GEN_G16_Hoofdgasmeter_X"
"Gas meters","Pulsteller per 15 min. - Gasmeter - 01-101GQ01 historisch","WINDHEIM_GEN_G17 Subgasmeter_X_Catering"
"","",""
"Water meters","Pulsteller per 15 min. - Watermeter - 12-301WQ01","Windheim_OS12_TABSYS_1"
"Water meters","Pulsteller per 15 min. - Watermeter boiler - 14-40","Windheim_OS14_TABSYS_1"
"Water meters","Pulsteller per 15 min. - Watermeter - 12-301WQ01 historisch","WINDHEIM_GEN_W16_Hoofdwatermeter"
"Water meters","Pulsteller per 15 min. - Watermeter boiler - 14-40 historisch","WINDHEIM_GEN_W17_Subwatermeter"
"","",""
"Weerstation","Buitentemperatuur (meting) - Buitentemperatuur","Windheim_OS5_GRFSYS_14"
"Weerstation","Gemiddeld meting/gedempt - Buitentemperatuur","Windheim_OS5_GRFSYS_1"
"Weerstation","Relatief buitenvocht - 01-100MT01","Windheim_OS5_GRFMET_2"
"","",""
"Server ruimtes","Ruimtetemperatuur - 03-143TE01","Windheim_OS3_GRFMET_15"
"Server ruimtes","Ruimtetemp. ser X253a - 09-246TE01","Windheim_OS9_GRFMET_16"
"Server ruimtes","Ruimtetemp. ser X653a - 09-246TE02","Windheim_OS9_GRFMET_17"
"Server ruimtes","Ruimtetemperatuur - 03-143TE02","Windheim_OS3_GRFMET_18"
